Stamp,Status,AT,B,K,Noe,Ooe,Szbg,Stmk,T,V,W
2021-04-10 09:30:00,Intensivstation,586,24,14,120,66,25,60,34,8,235
2021-04-10 09:30:00,Tested,26478234,1074010,1074447,6031253,3815087,1599158,3192321,2696118,1541976,5453864
2021-04-10 09:30:00,Tested_PCR,7151199,192082,259287,1512942,639278,334662,617164,769685,212752,2613347
2021-04-10 09:30:00,Tested_AG,19327035,881928,815160,4518311,3175809,1264496,2575157,1926433,1329224,2840517
2021-04-10 15:00:00,Confirmed,572729,16552,35742,97402,103633,45976,69032,55828,25496,123068
2021-04-11 08:00:00,Confirmed,574003,16581,35785,97513,103875,46033,69215,55951,25534,123516
2021-04-11 15:00:00,Confirmed,575215,16619,35818,97771,104102,46068,69370,55992,25576,123899
2021-04-11 09:30:00,Deaths,9687,300,760,1630,1641,546,1912,605,285,2008
2021-04-11 09:30:00,Recovered,532798,15542,33396,90373,98321,42649,63690,53592,24798,113437
2021-04-11 09:30:00,Hospitalisierung,2305,81,94,484,299,110,312,138,35,752
2021-04-11 09:30:00,Intensivstation,602,23,14,125,68,25,58,35,11,243
2021-04-11 09:30:00,Tested,26679075,1080084,1075064,6091597,3838614,1609352,3218761,2710948,1561244,5493411
2021-04-11 09:30:00,Tested_PCR,7193982,192865,259873,1522522,641239,335478,619362,772907,213437,2636299
2021-04-11 09:30:00,Tested_AG,19485093,887219,815191,4569075,3197357,1273874,2599399,1938041,1347807,2857112
2021-04-12 08:00:00,Confirmed,576064,16627,35905,97984,104194,46097,69438,56141,25603,124075
2021-04-12 09:30:00,Deaths,9706,300,760,1633,1643,546,1914,605,285,2020
2021-04-12 09:30:00,Recovered,538609,15600,33565,91005,98740,42792,63978,53865,24855,114209
2021-04-12 09:30:00,Hospitalisierung,2362,87,92,492,322,105,311,137,38,778
2021-04-12 09:30:00,Intensivstation,611,22,13,132,73,25,59,32,10,245
2021-04-12 09:30:00,Tested,26848583,1088980,1075839,6150105,3867780,1610352,3219891,2730185,1570346,5535105
2021-04-12 09:30:00,Tested_PCR,7232009,193387,260607,1532200,642839,336166,620492,777665,214084,2654569
2021-04-12 09:30:00,Tested_AG,19616574,895593,815232,4617905,3224941,1274186,2599399,1952520,1356262,2880536
2021-04-12 15:00:00,Confirmed,577081,16669,35993,98207,104423,46175,69631,56146,25660,124177
2021-04-13 08:00:00,Confirmed,578067,16692,36065,98405,104578,46226,69693,56335,25695,124378
2021-04-13 09:30:00,Deaths,9748,302,761,1644,1649,547,1918,607,285,2035
2021-04-13 09:30:00,Recovered,541786,15701,33748,91646,99159,43025,64289,54113,24928,115177
2021-04-13 09:30:00,Hospitalisierung,2387,85,83,496,298,110,360,137,38,780
2021-04-13 09:30:00,Intensivstation,599,21,13,132,74,27,61,33,9,229
2021-04-13 09:30:00,Tested,27197861,1103951,1078270,6231831,3919154,1643547,3268387,2745213,1595090,5612418
2021-04-13 09:30:00,Tested_PCR,7300539,194033,262976,1540451,645042,337913,622791,782826,214938,2699569
2021-04-13 09:30:00,Tested_AG,19897322,909918,815294,4691380,3274112,1305634,2645596,1962387,1380152,2912849
2021-04-13 15:00:00,Confirmed,579230,16737,36206,98505,104780,46356,69897,56385,25739,124625
2021-04-14 08:00:00,Confirmed,581073,16766,36276,98869,105093,46431,70051,56602,25785,125200
2021-04-14 09:30:00,Deaths,9779,303,765,1651,1655,548,1923,608,285,2041
2021-04-14 09:30:00,Recovered,544989,15796,33881,92346,99561,43221,64638,54321,25010,116215
2021-04-14 09:30:00,Hospitalisierung,2300,85,87,460,297,110,337,131,35,758
2021-04-14 09:30:00,Intensivstation,586,27,14,127,70,27,56,31,11,223
2021-04-14 09:30:00,Tested,27703138,1114375,1133191,6293966,3956051,1661810,3323246,2915780,1615633,5689086
2021-04-14 09:30:00,Tested_PCR,7374937,195012,264027,1547429,647628,339601,628255,788036,215594,2749355
2021-04-14 09:30:00,Tested_AG,20328201,919363,869164,4746537,3308423,1322209,2694991,2127744,1400039,2939731
2021-04-14 15:00:00,Confirmed,581767,16797,36381,98932,105375,46455,70135,56614,25866,125212
2021-04-15 08:00:00,Confirmed,583433,16815,36432,99263,105646,46593,70304,56858,25902,125620
2021-04-15 09:30:00,Deaths,9813,308,768,1658,1661,548,1925,609,285,2051
2021-04-15 09:30:00,Recovered,547604,15927,34005,92967,99943,43390,64931,54488,25068,116885
2021-04-15 09:30:00,Hospitalisierung,2197,79,84,449,272,97,333,132,33,718
2021-04-15 09:30:00,Intensivstation,577,28,15,123,64,23,57,36,10,221
2021-04-15 09:30:00,Tested,28012081,1124722,1134988,6372472,4017569,1680364,3350944,2930215,1638246,5762561
2021-04-15 09:30:00,Tested_PCR,7446224,195989,265061,1559584,650147,341302,630804,792534,216525,2794278
2021-04-15 09:30:00,Tested_AG,20565857,928733,869927,4812888,3367422,1339062,2720140,2137681,1421721,2968283
2021-04-15 15:00:00,Confirmed,584285,16844,36540,99370,105895,46659,70426,56888,25925,125738
2021-04-16 08:00:00,Confirmed,585847,16859,36615,99714,106033,46721,70665,57076,25987,126177
2021-04-16 09:30:00,Deaths,9843,310,770,1664,1666,551,1928,610,285,2059
2021-04-16 09:30:00,Recovered,550470,16028,34157,93511,100255,43523,65192,54668,25137,117999
2021-04-16 09:30:00,Hospitalisierung,2122,77,84,442,265,91,295,133,29,706
2021-04-16 09:30:00,Intensivstation,558,26,15,126,64,20,55,37,9,206
2021-04-16 09:30:00,Tested,28298620,1137008,1136054,6442862,4048640,1698584,3378556,2944140,1661149,5851627
2021-04-16 09:30:00,Tested_PCR,7530102,197129,266127,1570743,652499,342628,632973,796670,217215,2854118
2021-04-16 09:30:00,Tested_AG,20768518,939879,869927,4872119,3396141,1355956,2745583,2147470,1443934,2997509
2021-04-16 15:00:00,Confirmed,586557,16890,36716,99882,106191,46819,70777,57101,26008,126173
2021-04-17 08:00:00,Confirmed,588197,16917,36784,100059,106492,46891,70944,57302,26060,126748
2021-04-17 09:30:00,Deaths,9870,310,774,1669,1668,552,1932,610,285,2070
2021-04-17 09:30:00,Recovered,552619,16103,34352,94052,100731,43650,NA,54857,25186,118527
2021-04-17 09:30:00,Hospitalisierung,2078,69,83,429,262,90,290,135,27,693
2021-04-17 09:30:00,Intensivstation,548,26,15,124,66,20,56,38,9,194
2021-04-17 09:30:00,Tested,28615969,1154895,1137011,6520787,4084120,1720004,3416045,2959494,1696208,5927405
2021-04-17 09:30:00,Tested_PCR,7598679,197915,267048,1582013,655064,343055,635057,801051,218209,2899267
2021-04-17 09:30:00,Tested_AG,21017290,956980,869963,4938774,3429056,1376949,2780988,2158443,1477999,3028138
2021-04-17 15:00:00,Confirmed,589262,16922,36859,100314,106739,46931,71003,57343,26086,127065
2021-04-18 08:00:00,Confirmed,590312,16968,36933,100369,106877,46998,71199,57487,26147,127334
2021-04-18 09:30:00,Deaths,9898,312,776,1675,1670,553,1934,610,285,2083
2021-04-18 09:30:00,Recovered,555218,16178,34519,94686,101219,43799,65406,55060,25273,119078
2021-04-18 09:30:00,Hospitalisierung,2011,63,81,419,271,91,285,123,28,650
2021-04-18 09:30:00,Intensivstation,546,26,12,123,67,22,57,36,9,194
2021-04-18 09:30:00,Tested,28823897,1163700,1137889,6575467,4105264,1730191,3441078,2972051,1714868,5983389
2021-04-18 09:30:00,Tested_PCR,7650883,198548,267899,1592651,657015,344745,636705,804834,218906,2929580
2021-04-18 09:30:00,Tested_AG,21173014,965152,869990,4982816,3448249,1385446,2804373,2167217,1495962,3053809
2021-04-18 15:00:00,Confirmed,591465,16959,36979,100599,107113,47066,71416,57494,26226,127613
2021-04-19 08:00:00,Confirmed,592492,16986,37031,100746,107213,47110,71432,57674,26271,128029
2021-04-19 09:30:00,Deaths,9922,313,776,1678,1674,553,1940,610,285,2093
2021-04-19 09:30:00,Recovered,557467,16235,34722,95149,101695,43937,65684,55208,25318,119519
2021-04-19 09:30:00,Hospitalisierung,2100,63,82,441,280,99,288,122,33,692
2021-04-19 09:30:00,Intensivstation,570,25,17,117,70,24,55,37,10,215
2021-04-19 09:30:00,Tested,29014550,1171788,1138933,6650205,4134116,1731233,3442908,2988916,1723374,6033077
2021-04-19 09:30:00,Tested_PCR,7687817,199123,268927,1601724,658828,345588,638535,809010,219697,2946385
2021-04-19 09:30:00,Tested_AG,21326733,972665,870006,5048481,3475288,1385645,2804373,2179906,1503677,3086692
2021-04-19 15:00:00,Confirmed,593078,16989,37130,100858,107382,47143,71682,57721,26292,127881
2021-04-20 08:00:00,Confirmed,594449,17044,37198,100990,107545,47316,71751,57986,26361,128258
2021-04-20 09:30:00,Deaths,9959,317,778,1686,1679,555,1945,612,285,2102
2021-04-20 09:30:00,Recovered,560492,16299,34894,95640,102176,44108,65968,55380,25378,120649
2021-04-20 09:30:00,Hospitalisierung,2112,67,77,436,265,96,303,128,38,702
2021-04-20 09:30:00,Intensivstation,565,26,18,118,67,23,51,39,12,211
2021-04-20 09:30:00,Tested,29335166,1189714,1139991,6730991,4185277,1761166,3479116,3003253,1749147,6096511
2021-04-20 09:30:00,Tested_PCR,7748621,199704,269985,1608879,661486,347324,642020,813888,220584,2984751
2021-04-20 09:30:00,Tested_AG,21586545,990010,870006,5122112,3523791,1413842,2837096,2189365,1528563,3111760
2021-04-20 15:00:00,Confirmed,595212,17055,37268,101044,107896,47362,71904,58023,26435,128225
